epoch,train_loss,val_loss,mAP,train_cls_loss,train_box_loss,train_obj_loss,val_cls_loss,val_box_loss,val_obj_loss
10,0.15681692245213882,"tensor(0.1494, device='cuda:0')","tensor(0.1154, device='cuda:0')","tensor(4.4959, device='cuda:0', grad_fn=<DivBackward0>)","tensor(8.4455, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1633, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.7208, device='cuda:0')","tensor(8.7995, device='cuda:0')","tensor(0.1501, device='cuda:0')"
11,0.14328952166049377,"tensor(0.1193, device='cuda:0')","tensor(0.1044, device='cuda:0')","tensor(4.1573, device='cuda:0', grad_fn=<DivBackward0>)","tensor(8.2650, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1747, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.3394, device='cuda:0')","tensor(7.3785, device='cuda:0')","tensor(0.1922, device='cuda:0')"
12,0.12277345456506895,"tensor(0.1581, device='cuda:0')","tensor(0.0889, device='cuda:0')","tensor(3.3990, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.4224, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1585, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7019, device='cuda:0')","tensor(9.2770, device='cuda:0')","tensor(0.1341, device='cuda:0')"
13,0.11330687772968541,"tensor(0.1113, device='cuda:0')","tensor(0.1007, device='cuda:0')","tensor(3.2889, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.1497, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1627, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5368, device='cuda:0')","tensor(7.1217, device='cuda:0')","tensor(0.1437, device='cuda:0')"
14,0.11318597748227742,"tensor(0.1285, device='cuda:0')","tensor(0.2050, device='cuda:0')","tensor(3.0498, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.0133, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1525, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6856, device='cuda:0')","tensor(8.0443, device='cuda:0')","tensor(0.1350, device='cuda:0')"
15,0.11632604411114818,"tensor(0.1094, device='cuda:0')","tensor(0.2498, device='cuda:0')","tensor(2.7893, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.1640, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1548, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7972, device='cuda:0')","tensor(7.1269, device='cuda:0')","tensor(0.1323, device='cuda:0')"
16,0.11907183540904004,"tensor(0.1201, device='cuda:0')","tensor(0.1843, device='cuda:0')","tensor(3.2683, device='cuda:0', grad_fn=<DivBackward0>)","tensor(7.1587, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1517, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.1662, device='cuda:0')","tensor(7.7870, device='cuda:0')","tensor(0.1375, device='cuda:0')"
17,0.10657933937466663,"tensor(0.1205, device='cuda:0')","tensor(0.1523, device='cuda:0')","tensor(2.9235, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.6781, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1485, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7441, device='cuda:0')","tensor(7.8086, device='cuda:0')","tensor(0.1292, device='cuda:0')"
18,0.09918735467869302,"tensor(0.1269, device='cuda:0')","tensor(0.2393, device='cuda:0')","tensor(2.4887, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.5076, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1508, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.1589, device='cuda:0')","tensor(7.9005, device='cuda:0')","tensor(0.1257, device='cuda:0')"
19,0.0955095964929332,"tensor(0.1268, device='cuda:0')","tensor(0.3139, device='cuda:0')","tensor(1.9880, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.3704, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1453, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.4691, device='cuda:0')","tensor(8.1629, device='cuda:0')","tensor(0.1214, device='cuda:0')"
20,0.1003149887141974,"tensor(0.1208, device='cuda:0')","tensor(0.3815, device='cuda:0')","tensor(2.9669, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.4291, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1465, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7130, device='cuda:0')","tensor(7.9598, device='cuda:0')","tensor(0.1257, device='cuda:0')"
21,0.10982098754333414,"tensor(0.1388, device='cuda:0')","tensor(0.3034, device='cuda:0')","tensor(2.2871, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.8912, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1438, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.4325, device='cuda:0')","tensor(8.6279, device='cuda:0')","tensor(0.1127, device='cuda:0')"
22,0.09617085852052855,"tensor(0.1203, device='cuda:0')","tensor(0.3664, device='cuda:0')","tensor(2.1429, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.3347, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1441, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.2754, device='cuda:0')","tensor(7.8601, device='cuda:0')","tensor(0.1193, device='cuda:0')"
23,0.0976079462662987,"tensor(0.1382, device='cuda:0')","tensor(0.3423, device='cuda:0')","tensor(2.1815, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.4135, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1406, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3924, device='cuda:0')","tensor(8.7902, device='cuda:0')","tensor(0.1142, device='cuda:0')"
24,0.09718568655459778,"tensor(0.1008, device='cuda:0')","tensor(0.4420, device='cuda:0')","tensor(2.5282, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.2900, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1371, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3204, device='cuda:0')","tensor(6.9865, device='cuda:0')","tensor(0.1196, device='cuda:0')"
25,0.09157383020805276,"tensor(0.1106, device='cuda:0')","tensor(0.4056, device='cuda:0')","tensor(1.7356, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.1644, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1397, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.1901, device='cuda:0')","tensor(7.4832, device='cuda:0')","tensor(0.1218, device='cuda:0')"
26,0.09030073719180148,"tensor(0.1085, device='cuda:0')","tensor(0.3916, device='cuda:0')","tensor(2.0563, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.1339, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1376, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8252, device='cuda:0')","tensor(7.2312, device='cuda:0')","tensor(0.1194, device='cuda:0')"
27,0.08784454089144002,"tensor(0.1067, device='cuda:0')","tensor(0.4243, device='cuda:0')","tensor(1.7361, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.0007, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1408, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5013, device='cuda:0')","tensor(7.3030, device='cuda:0')","tensor(0.1260, device='cuda:0')"
28,0.09021146692659544,"tensor(0.1056, device='cuda:0')","tensor(0.4360, device='cuda:0')","tensor(2.4825, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.9880, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1379, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5089, device='cuda:0')","tensor(7.1242, device='cuda:0')","tensor(0.1264, device='cuda:0')"
29,0.09420190913521725,"tensor(0.1187, device='cuda:0')","tensor(0.3071, device='cuda:0')","tensor(2.3880, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.1815, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1375, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6639, device='cuda:0')","tensor(7.7166, device='cuda:0')","tensor(0.1201, device='cuda:0')"
30,0.09275115929220033,"tensor(0.1209, device='cuda:0')","tensor(0.3132, device='cuda:0')","tensor(1.7267, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.2554, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1373, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.4621, device='cuda:0')","tensor(7.7712, device='cuda:0')","tensor(0.1322, device='cuda:0')"
31,0.0933447755549265,"tensor(0.1265, device='cuda:0')","tensor(0.3324, device='cuda:0')","tensor(1.4939, device='cuda:0', grad_fn=<DivBackward0>)","tensor(6.3952, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1406, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.2669, device='cuda:0')","tensor(8.2989, device='cuda:0')","tensor(0.1290, device='cuda:0')"
32,0.08334815275409947,"tensor(0.1169, device='cuda:0')","tensor(0.4113, device='cuda:0')","tensor(1.6467, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.7519, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1425, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.1559, device='cuda:0')","tensor(7.8594, device='cuda:0')","tensor(0.1168, device='cuda:0')"
33,0.08136314315640408,"tensor(0.1132, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.2491, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.6984, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1368, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.0338, device='cuda:0')","tensor(7.6496, device='cuda:0')","tensor(0.1143, device='cuda:0')"
34,0.07996115752536317,"tensor(0.1196, device='cuda:0')","tensor(0.3728, device='cuda:0')","tensor(0.9816, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.6874, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1362, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5307, device='cuda:0')","tensor(7.9666, device='cuda:0')","tensor(0.1117, device='cuda:0')"
35,0.08287890708964804,"tensor(0.1070, device='cuda:0')","tensor(0.4442, device='cuda:0')","tensor(1.0587, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.7978, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1307, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.0707, device='cuda:0')","tensor(7.3962, device='cuda:0')","tensor(0.1098, device='cuda:0')"
36,0.08432061127994371,"tensor(0.1032, device='cuda:0')","tensor(0.4481, device='cuda:0')","tensor(1.4436, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.9140, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1328, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3146, device='cuda:0')","tensor(7.2846, device='cuda:0')","tensor(0.1129, device='cuda:0')"
37,0.08554739472658737,"tensor(0.1160, device='cuda:0')","tensor(0.4280, device='cuda:0')","tensor(1.8185, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.9022, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1345, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.1955, device='cuda:0')","tensor(7.6292, device='cuda:0')","tensor(0.1163, device='cuda:0')"
38,0.08243982882603355,"tensor(0.1139, device='cuda:0')","tensor(0.3976, device='cuda:0')","tensor(1.4700, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.7957, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1346, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8618, device='cuda:0')","tensor(7.6679, device='cuda:0')","tensor(0.1132, device='cuda:0')"
39,0.07607384188019711,"tensor(0.1061, device='cuda:0')","tensor(0.4062, device='cuda:0')","tensor(1.4605, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.3894, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1317, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8941, device='cuda:0')","tensor(7.3030, device='cuda:0')","tensor(0.1177, device='cuda:0')"
40,0.08386410222105357,"tensor(0.1046, device='cuda:0')","tensor(0.4015, device='cuda:0')","tensor(1.3758, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.8531, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1293, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3836, device='cuda:0')","tensor(7.4128, device='cuda:0')","tensor(0.1104, device='cuda:0')"
41,0.07760698672222055,"tensor(0.1061, device='cuda:0')","tensor(0.4352, device='cuda:0')","tensor(1.1008, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.6161, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1275, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.8188, device='cuda:0')","tensor(7.3598, device='cuda:0')","tensor(0.1197, device='cuda:0')"
42,0.0761300292999848,"tensor(0.1144, device='cuda:0')","tensor(0.4014, device='cuda:0')","tensor(1.2894, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.4804, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1255, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.0014, device='cuda:0')","tensor(7.7282, device='cuda:0')","tensor(0.1183, device='cuda:0')"
43,0.07260134864760481,"tensor(0.0926, device='cuda:0')","tensor(0.4834, device='cuda:0')","tensor(0.9887, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.2766, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1214, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.1660, device='cuda:0')","tensor(6.5598, device='cuda:0')","tensor(0.1064, device='cuda:0')"
44,0.07117571584556413,"tensor(0.1129, device='cuda:0')","tensor(0.4797, device='cuda:0')","tensor(0.7096, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.3074, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1228, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7460, device='cuda:0')","tensor(7.7763, device='cuda:0')","tensor(0.1067, device='cuda:0')"
45,0.07111961767077446,"tensor(0.1007, device='cuda:0')","tensor(0.4499, device='cuda:0')","tensor(0.8505, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.2499, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1232, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.7846, device='cuda:0')","tensor(7.0140, device='cuda:0')","tensor(0.1145, device='cuda:0')"
46,0.07848991680404414,"tensor(0.1069, device='cuda:0')","tensor(0.3939, device='cuda:0')","tensor(1.2673, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.5008, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1256, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.4039, device='cuda:0')","tensor(7.1907, device='cuda:0')","tensor(0.1163, device='cuda:0')"
47,0.07495847020460211,"tensor(0.1261, device='cuda:0')","tensor(0.4922, device='cuda:0')","tensor(1.4467, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.4165, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1261, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3364, device='cuda:0')","tensor(8.3377, device='cuda:0')","tensor(0.1049, device='cuda:0')"
48,0.0746216268643089,"tensor(0.1051, device='cuda:0')","tensor(0.5265, device='cuda:0')","tensor(1.1297, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.4699, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1219, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.4489, device='cuda:0')","tensor(7.4714, device='cuda:0')","tensor(0.1009, device='cuda:0')"
49,0.06709188627807991,"tensor(0.1067, device='cuda:0')","tensor(0.5265, device='cuda:0')","tensor(0.6557, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.0792, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1260, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.2387, device='cuda:0')","tensor(7.3890, device='cuda:0')","tensor(0.1039, device='cuda:0')"
50,0.06785682281074316,"tensor(0.1037, device='cuda:0')","tensor(0.4668, device='cuda:0')","tensor(0.7978, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.0536, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1213, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.9586, device='cuda:0')","tensor(7.0614, device='cuda:0')","tensor(0.1076, device='cuda:0')"
51,0.07173772771721301,"tensor(0.1150, device='cuda:0')","tensor(0.4690, device='cuda:0')","tensor(1.2506, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.2768, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1220, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.4936, device='cuda:0')","tensor(7.7181, device='cuda:0')","tensor(0.1105, device='cuda:0')"
52,0.07661719393471013,"tensor(0.1044, device='cuda:0')","tensor(0.4375, device='cuda:0')","tensor(1.9142, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.4225, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1218, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5449, device='cuda:0')","tensor(7.2818, device='cuda:0')","tensor(0.1122, device='cuda:0')"
53,0.0736429966662241,"tensor(0.1205, device='cuda:0')","tensor(0.4973, device='cuda:0')","tensor(1.2318, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.3353, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1246, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.0344, device='cuda:0')","tensor(8.1779, device='cuda:0')","tensor(0.1008, device='cuda:0')"
54,0.07268532414151274,"tensor(0.0997, device='cuda:0')","tensor(0.4126, device='cuda:0')","tensor(0.7383, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.3435, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1291, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7038, device='cuda:0')","tensor(7.0721, device='cuda:0')","tensor(0.1136, device='cuda:0')"
55,0.08524786324604698,"tensor(0.1296, device='cuda:0')","tensor(0.4508, device='cuda:0')","tensor(2.6051, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.8165, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1376, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6335, device='cuda:0')","tensor(8.5043, device='cuda:0')","tensor(0.1127, device='cuda:0')"
56,0.08637680583026099,"tensor(0.1107, device='cuda:0')","tensor(0.3588, device='cuda:0')","tensor(2.1225, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.8677, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1319, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3553, device='cuda:0')","tensor(7.5685, device='cuda:0')","tensor(0.1243, device='cuda:0')"
57,0.07986047070311464,"tensor(0.1113, device='cuda:0')","tensor(0.4235, device='cuda:0')","tensor(1.5604, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.7742, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1346, device='cuda:0', grad_fn=<DivBackward0>)","tensor(3.7687, device='cuda:0')","tensor(7.4109, device='cuda:0')","tensor(0.1212, device='cuda:0')"
58,0.07602826165764229,"tensor(0.1086, device='cuda:0')","tensor(0.3880, device='cuda:0')","tensor(1.4428, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.4616, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1293, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.2206, device='cuda:0')","tensor(7.6118, device='cuda:0')","tensor(0.1221, device='cuda:0')"
59,0.07097120712632718,"tensor(0.1065, device='cuda:0')","tensor(0.4375, device='cuda:0')","tensor(1.2024, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.2410, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1250, device='cuda:0', grad_fn=<DivBackward0>)","tensor(2.5374, device='cuda:0')","tensor(7.3031, device='cuda:0')","tensor(0.1141, device='cuda:0')"
60,0.06711852761066478,"tensor(0.0983, device='cuda:0')","tensor(0.4727, device='cuda:0')","tensor(0.7358, device='cuda:0', grad_fn=<DivBackward0>)","tensor(5.1242, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1246, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.4181, device='cuda:0')","tensor(6.9538, device='cuda:0')","tensor(0.1086, device='cuda:0')"
61,0.06315312048663264,"tensor(0.0984, device='cuda:0')","tensor(0.4888, device='cuda:0')","tensor(0.7274, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.9289, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1252, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.9382, device='cuda:0')","tensor(6.9776, device='cuda:0')","tensor(0.1091, device='cuda:0')"
62,0.06408669508021811,"tensor(0.1062, device='cuda:0')","tensor(0.5510, device='cuda:0')","tensor(0.7161, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.9251, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1189, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.0392, device='cuda:0')","tensor(7.4306, device='cuda:0')","tensor(0.1035, device='cuda:0')"
63,0.06062719582215599,"tensor(0.1106, device='cuda:0')","tensor(0.4447, device='cuda:0')","tensor(0.7003, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.7393, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1183, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.7796, device='cuda:0')","tensor(7.5655, device='cuda:0')","tensor(0.1137, device='cuda:0')"
64,0.06372422757356064,"tensor(0.1032, device='cuda:0')","tensor(0.4135, device='cuda:0')","tensor(0.4891, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.8892, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1183, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.6542, device='cuda:0')","tensor(7.3310, device='cuda:0')","tensor(0.1127, device='cuda:0')"
65,0.06245524549613828,"tensor(0.0992, device='cuda:0')","tensor(0.5455, device='cuda:0')","tensor(0.6744, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.9040, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1176, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5623, device='cuda:0')","tensor(7.1095, device='cuda:0')","tensor(0.1042, device='cuda:0')"
66,0.06538226730797601,"tensor(0.0965, device='cuda:0')","tensor(0.5598, device='cuda:0')","tensor(0.5767, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.8916, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1118, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.3514, device='cuda:0')","tensor(6.9991, device='cuda:0')","tensor(0.0996, device='cuda:0')"
67,0.06470835435649623,"tensor(0.1015, device='cuda:0')","tensor(0.4736, device='cuda:0')","tensor(0.4655, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.9089, device='cuda:0', grad_fn=<DivBackward0>)","tensor(0.1172, device='cuda:0', grad_fn=<DivBackward0>)","tensor(1.5618, device='cuda:0')","tensor(7.1610, device='cuda:0')","tensor(0.1094, device='cuda:0')"
